tipo,precio,habitacione,bano,estaciona,lote
h,881000,3,1,3,336
h,1230000,4,1,1,133
t,490000,3,2,2,228
h,1235000,4,2,2,657
h,615000,4,2,2,461
h,1777000,3,2,1,547
h,1260000,3,2,2,260
h,600000,4,2,2,419
h,470000,3,2,1,560
h,468000,3,1,4,547
h,985000,3,1,1,462
h,861000,3,1,2,449
h,560000,3,2,2,355
h,910000,8,6,4,9833
h,771000,3,1,1,539
h,611500,2,1,1,300
h,627500,3,1,6,569
h,780500,3,2,1,544
h,791000,4,2,6,813
h,750000,3,1,2,721
h,815000,4,2,2,843
u,580000,2,1,1,241
h,1000000,3,1,2,706
h,750000,3,1,1,600
h,595000,3,2,2,546
h,540000,4,2,1,541
h,952000,3,2,2,630
h,405000,3,1,1,553
h,1325000,4,2,2,676
h,1350000,5,2,3,770
h,676500,3,1,2,717
h,655888,5,3,4,564
h,735000,5,3,2,743
h,801000,3,2,1,603
h,413000,3,1,6,731
h,431500,3,1,4,738
h,720000,3,1,3,1010
h,1111000,4,2,2,648
h,1400000,3,1,1,388
h,1275000,3,1,2,242
h,850000,3,2,2,591
h,1820000,1,1,1,919
h,1085000,3,1,1,452
h,2675000,3,2,1,183
h,950000,3,1,3,471
h,750000,4,2,3,585
h,635000,4,2,2,636
h,905000,4,1,2,481
h,900000,4,2,2,612
h,670000,4,2,2,690
h,1400000,4,2,5,555
t,810000,3,2,2,482
h,603000,4,2,2,400
h,590000,3,1,5,498
h,411000,3,1,2,679
h,1162000,5,3,2,1070
h,496000,3,2,2,529
h,1300000,2,1,1,113
t,1150000,3,2,1,224
h,560000,4,1,2,546
h,3000000,6,3,2,156
h,635000,3,1,2,578
h,670000,5,2,4,530
h,840000,3,1,3,535
h,1155000,3,1,1,257
h,1365000,2,2,2,320
h,1030000,4,2,3,648
h,1100000,3,2,2,668
h,880000,3,1,1,547
h,790000,3,2,2,537
h,450000,3,2,1,1107
h,2450000,5,3,2,725
h,3200000,4,2,7,710
h,2075000,5,2,2,769
h,2200000,3,1,2,1208
h,760000,4,2,4,789
h,1957500,4,2,2,789
h,1720000,3,2,2,812
h,2700000,6,3,2,720
h,1776000,6,4,2,695
t,1265159,4,2,2,698
h,1450000,4,3,2,645
t,886000,3,1,1,370
h,1126500,3,2,4,585
h,1960000,4,2,3,585
h,1160000,3,1,1,460
h,730000,4,2,2,776
h,935000,3,2,2,857
h,1790000,4,2,3,989
h,1120000,4,2,2,681
h,820000,3,1,3,1019
h,878000,4,2,4,730
h,1693000,3,1,2,650
h,1875000,4,2,2,715
h,977000,3,1,1,1115
h,4400000,5,4,2,710
h,1350000,2,1,2,298
h,2230000,3,3,3,444
h,1750000,3,2,1,635
t,860000,2,1,1,208
h,850000,4,3,2,1186
h,605000,4,1,2,601
h,600000,2,1,0,798
h,1100000,3,1,1,243
h,907000,2,1,0,132
h,1710000,3,1,2,435
h,1085000,3,2,2,506
h,1050000,4,2,1,146699
h,1755000,4,3,2,564
t,690000,3,2,2,286
h,665000,4,2,2,507
h,620000,3,2,2,609
h,575000,4,2,2,368
h,610000,3,2,2,385
h,3010000,3,1,2,835
h,1650000,3,1,1,195
h,712500,3,1,2,324
h,1100000,2,1,2,301
h,2850000,4,2,3,566
h,872500,4,2,2,676
h,900000,4,2,2,536
h,862000,3,1,2,7514
h,1910000,4,1,2,274
h,1270000,3,2,2,566
h,1215000,3,2,2,364
h,1480000,4,2,2,424
h,530000,4,2,2,349
h,570000,3,1,2,690
h,935000,2,1,1,1021
h,887000,3,2,2,1044
h,480888,3,1,3,569
h,760000,4,2,2,571
h,792000,3,2,2,769
h,600000,3,2,2,503
h,501000,4,2,2,780
h,880000,3,1,1,533
h,1500000,5,3,3,930
h,2900000,4,2,2,863
h,1268000,4,2,2,651
h,1250000,4,2,1,752
h,1128000,4,2,2,381
h,2260000,3,1,2,995
h,1280000,4,2,2,507
h,578000,3,2,2,567
h,916500,3,2,1,888
h,1055000,3,2,2,346
h,1320000,3,2,3,4452
h,652000,4,2,4,568
h,584000,3,1,1,598
h,637000,3,2,1,714
h,792000,4,2,1,743
h,840000,4,3,2,737
h,2790000,5,2,2,304
h,1120000,4,2,0,690
h,631000,3,2,2,547
h,1950000,5,4,2,480
h,1100000,3,2,2,651
h,1335000,3,1,2,800
h,1100000,4,2,3,649
h,640000,3,1,2,590
h,2200000,5,3,2,581
h,1467000,4,2,2,650
h,2650000,3,2,2,310
h,2250000,4,3,2,348
h,1126000,4,2,3,905
h,550000,4,2,2,666
h,551500,4,2,4,421
h,468000,3,1,2,570
h,585000,3,3,3,466
h,1407000,3,3,4,672
h,1465000,3,2,2,331
h,1865000,4,2,1,389
h,810000,4,2,2,534
h,965000,3,2,2,404
h,1341000,2,1,2,281
h,2000000,4,2,2,595
h,1975000,3,2,5,747
h,920000,4,2,2,484
h,885000,4,2,2,511
h,751000,3,1,2,545
h,792000,3,2,1,535
h,906000,4,2,4,982
h,757500,3,2,2,935
h,808000,3,1,2,701
h,875000,3,2,1,335
h,910000,4,1,3,757
h,2200000,4,2,2,571
h,2626000,4,3,2,701
h,1850000,4,2,4,655
h,475000,3,1,1,596
h,710000,12,5,3,960
h,580000,3,1,1,766
h,356000,4,1,1,571
t,825000,3,3,2,93
h,550000,4,2,2,349
h,640000,3,2,2,512
h,660000,3,2,1,300
h,667500,3,2,4,524
h,720000,4,2,1,418
h,665000,4,2,3,589
h,900000,4,2,2,894
h,1261000,3,1,1,692
h,760000,3,1,3,917
h,1510000,4,2,2,919
h,1300000,5,3,2,716
h,1375000,4,2,2,629
h,1450000,3,2,2,487
h,1450000,3,1,1,552
h,1230000,4,2,2,290
h,753000,3,1,1,696
h,892500,3,2,0,268
h,1850000,4,2,1,446
h,1950000,5,3,4,1057
h,930000,3,1,2,597
h,1050000,4,2,4,823
h,1390000,5,4,4,792
h,997000,3,2,2,534
h,915000,3,1,1,534
h,1175000,4,2,2,584
h,1070000,2,2,2,584
h,905000,3,2,3,522
h,640000,3,2,2,577
h,647000,3,2,2,510
h,673000,3,2,2,584
h,1670000,4,2,1,162
h,1000000,2,1,0,115
h,950000,3,1,1,650
h,980000,3,2,3,944
h,570000,3,2,1,284
h,1055000,3,1,3,888
h,690000,3,1,1,460
h,821000,3,1,2,493
h,1076000,3,1,3,601
h,850000,3,1,1,306
h,1400000,3,2,0,183
h,965800,4,2,3,780
h,570000,3,2,1,558
h,610000,4,2,2,627
h,577500,4,3,2,602
h,1650000,4,2,2,412
h,759000,4,2,2,533
h,835000,3,1,1,581
h,768000,2,1,0,98
h,520000,3,1,4,634
h,652000,4,2,2,510
h,1640000,3,1,1,205
t,1560000,3,2,2,141
h,740000,2,1,1,650
h,680000,3,2,2,512
h,2102000,3,2,1,263
h,1640000,3,3,3,604
h,480000,3,1,1,647
h,840000,4,2,6,1044
h,720000,6,3,5,560
h,748000,3,1,4,538
h,910500,4,2,2,515
h,3075000,5,2,2,902
h,461000,3,2,2,301
h,652000,4,2,2,653
h,675000,4,2,2,618
h,1500000,3,1,2,715
h,1506000,5,3,3,669
h,665000,3,1,2,532
h,1720000,3,1,6,664
h,1260000,2,1,2,585
h,830000,2,1,1,150
h,700000,3,2,2,419
h,1600000,10,6,7,650
h,1600000,10,6,7,648
h,1320000,4,2,2,790
h,1250000,5,2,2,704
h,1050000,3,2,2,687
h,940000,3,2,3,630
h,457000,3,2,2,600
h,490500,4,2,2,378
h,630000,3,1,2,729
h,545000,3,1,2,768
h,547000,2,1,1,670
h,760000,4,2,2,565
h,755000,4,2,2,563
h,975000,4,2,2,727
h,1150000,4,2,2,698
h,850000,4,2,2,672
h,1800000,3,1,2,451
h,1050000,3,2,2,416
h,880000,4,2,2,680
h,990000,5,3,2,510
h,781000,3,2,1,420
h,910000,3,1,2,440
h,850000,4,2,2,464
h,1700000,4,2,2,734
h,1825000,5,2,2,691
h,860000,3,1,1,613
h,807000,3,1,2,609
h,1060000,3,1,3,536
t,541500,3,2,1,194
h,820000,4,2,5,808
h,1205000,4,2,4,833
h,1325000,5,3,2,601
h,1690000,4,2,2,634
h,1750000,3,2,1,446
h,1050000,3,2,1,239
h,1825000,3,1,2,720
h,881000,3,1,2,540
h,1068000,4,2,1,604
h,5650000,4,3,2,1561
h,1930000,4,2,4,664
h,4050000,5,4,4,660
h,1800000,4,1,2,665
h,1720000,4,2,2,662
h,1950000,3,1,1,835
h,2275000,4,2,2,835
h,800000,4,2,2,791
h,1640000,4,2,2,581
t,850000,3,2,2,162
h,750000,4,2,2,629
h,3300000,5,2,2,624
h,5150000,5,3,4,662
t,2530000,4,4,4,832
t,950000,3,2,2,217
h,2800000,4,3,2,692
h,3210000,6,6,4,847
h,1330000,2,2,2,306
h,1360000,4,1,2,220
h,1470000,4,2,1,464
h,1475000,5,4,2,216
h,1895000,4,3,2,451
u,420500,2,1,1,5497
h,1336500,4,1,3,685
h,1225000,4,2,3,668
h,820500,3,2,2,609
h,855000,4,2,2,594
h,1200000,3,1,2,654
h,1300000,3,1,3,739
h,970000,3,2,2,536
h,2230000,5,2,3,572
t,1890000,4,3,2,342
h,668000,3,1,2,595
h,3230000,5,3,3,1053
t,1260000,3,2,2,276
h,980000,4,1,3,987
h,560000,3,2,1,559
h,1150000,4,1,1,737
h,501000,2,1,1,172
h,1495000,5,2,3,557
h,1163000,4,1,3,705
h,881000,3,1,2,719
h,1600000,3,2,1,299
h,1380000,4,2,2,402
h,970000,3,1,2,391
h,1151000,3,1,2,426
h,935000,3,1,1,278
h,870000,2,1,1,368
h,630000,3,2,6,859
h,1460000,3,2,1,151
h,600000,3,2,2,610
h,468000,3,2,1,320
h,616000,4,2,2,538
h,583000,4,2,2,400
h,580000,4,2,2,400
t,470000,3,2,1,179
h,585000,4,1,2,691
h,660000,4,2,2,398
h,615000,3,1,3,693
h,945000,2,1,1,4452
h,995000,3,1,1,864
h,452000,3,1,1,1038
h,475000,3,1,1,588
h,505500,3,1,1,614
h,723000,4,3,2,650
h,2250000,3,2,2,819
h,1105000,5,3,2,620
h,1325000,4,2,2,634
h,1927000,4,2,2,1036
h,905000,3,2,2,513
h,1440000,5,2,2,704
h,570000,4,2,2,511
h,1000000,3,2,2,612
h,3200000,5,3,2,433
h,1110000,3,1,2,572
h,2455000,4,2,3,766
h,2500000,6,3,5,1212
h,1275000,3,1,1,324
h,1540000,4,1,1,889
h,820000,3,2,2,337
h,1655000,4,2,2,809
h,1225000,3,2,2,338
h,710000,3,1,2,632
h,645000,3,1,4,616
h,910000,3,1,3,639
h,830000,3,1,1,690
t,542000,3,1,1,642
h,725000,3,2,3,1059
h,940000,4,2,5,900
h,1305000,3,2,0,506
h,1450000,2,1,0,186
h,1175000,2,1,1,234
h,1420000,4,1,4,594
h,700000,3,2,2,594
h,595000,4,2,2,599
h,737500,4,2,2,773
h,682000,3,1,4,706
h,1100000,3,2,2,5018
h,590000,3,1,1,561
h,650000,3,1,4,549
h,2625000,5,2,2,718
h,1845000,3,2,4,1021
h,2640000,4,2,2,706
h,2380000,3,1,1,729
h,1150000,4,2,4,732
h,2202000,5,3,2,745
h,1605000,3,2,2,725
h,1600000,3,2,2,759
h,1000000,3,1,2,800
h,1030000,4,2,4,697
h,861960,5,2,4,653
h,1171000,3,1,2,799
h,611000,3,1,1,439
h,512000,2,1,2,173
h,750000,3,2,2,359
h,905000,3,2,2,820
h,715000,3,2,2,790
h,1210000,4,2,2,4007
h,1020000,5,2,2,981
h,4500000,5,2,4,1088
h,2390000,3,2,2,604
h,1900000,4,2,2,695
h,2610000,4,2,3,627
h,2615000,4,2,2,417
h,2735000,4,1,2,668
h,820000,5,3,2,695
h,830000,3,2,2,655
h,1540000,4,2,5,1051
h,705000,3,1,2,560
h,645000,4,2,0,408
h,1325000,3,2,1,722
h,1200000,3,1,2,652
h,680000,5,3,2,710
h,693000,4,2,2,933
h,660000,3,1,2,580
h,605000,3,1,0,592
h,730000,3,2,1,386
h,855000,4,2,6,778
h,939000,4,2,1,116
h,3385000,4,3,3,531
h,1625000,3,2,2,342
h,1880000,4,1,1,625
h,794000,5,2,3,514
h,591000,5,1,2,636
h,663500,3,1,2,607
h,3500000,4,2,4,669
h,2500000,4,3,2,308
h,1235000,2,1,1,289
h,1200000,3,1,3,561
h,1880000,4,1,2,667
h,1725000,5,2,2,474
h,1460000,4,3,2,652
h,2140000,3,2,2,650
h,985000,4,2,2,870
h,955000,5,2,2,1082
h,1500000,5,4,2,842
h,616000,4,2,2,612
h,600000,4,2,2,534
h,480200,3,2,1,209
h,606000,3,2,2,592
t,1731000,4,4,2,465
h,1910000,4,3,3,506
h,600000,3,1,2,589
h,971000,3,1,1,589
h,642000,4,2,1,685
h,812000,2,1,1,742
h,1400000,3,1,1,604
h,647000,2,1,3,231
h,1220000,4,2,2,546
h,1253000,3,1,1,826
h,1620000,6,3,2,586
h,1057500,3,1,1,831
h,636000,4,2,2,575
h,485000,3,1,3,590
h,1350000,4,2,8,40469
h,650000,4,2,4,618
h,1900000,3,1,1,650
h,1760000,4,2,2,776
h,1863000,5,2,2,790
h,1270100,3,1,2,652
h,1801001,2,2,1,691
h,750000,3,1,2,615
h,667000,3,1,2,615
h,720000,3,1,3,380
h,770000,3,1,2,590
t,720000,3,2,2,781
h,939000,5,2,3,775
h,750000,3,1,1,676
h,725000,3,2,4,664
h,825000,2,1,1,696
h,727000,3,1,1,298
h,960000,3,2,4,1064
h,840000,3,1,2,641
h,2000000,3,1,2,632
h,1050000,3,1,2,573
u,1600000,3,2,2,407
h,1450000,3,1,3,445
h,971000,4,2,2,725
h,1032000,4,1,2,797
h,1190000,4,2,1,585
h,1268000,3,1,2,608
h,685000,4,2,2,760
h,630000,4,2,2,3806
h,542500,3,2,2,670
u,441000,3,1,1,294
h,2320000,3,2,2,562
h,632500,3,1,2,533
h,731000,3,2,1,652
h,850000,3,1,1,130
h,2900000,5,2,2,920
h,2015000,4,1,2,566
h,1900000,3,2,1,491
h,450000,3,1,1,229
h,355000,3,1,4,650
h,710000,4,2,2,616
h,1111000,4,1,4,776
h,2610000,4,2,2,682
h,3350000,4,2,3,836
h,845000,3,2,2,252
h,545000,3,1,0,682
h,385000,3,1,1,580
h,451000,4,2,2,790
h,425000,3,1,4,805
h,476000,3,1,2,647
h,484000,4,2,2,800
h,413000,3,2,2,722
h,1125000,4,2,2,700
h,780000,2,2,2,390
h,705000,4,2,3,491
h,640000,4,2,2,576
h,665000,3,1,2,375
h,660000,3,2,3,689
h,675000,4,2,2,608
h,1070000,3,1,1,667
h,985000,3,1,1,582
h,1050000,3,1,2,535
h,1310000,4,1,2,457
h,1610000,3,1,1,521
h,1150000,2,1,2,241
h,1780000,4,2,2,480
h,740000,5,2,2,866
h,801000,3,1,2,618
h,1400000,3,1,1,737
h,980000,4,2,2,800
h,960000,3,2,2,737
h,925000,3,1,2,738
h,900000,3,1,1,341
t,970000,3,2,2,254
h,630000,3,1,1,535
h,1500000,3,2,1,308
h,1701000,2,1,2,461
h,1225000,2,1,1,205
h,1900000,3,2,3,502
h,1295000,2,1,1,302
h,989000,3,2,1,150
h,2025000,4,1,3,678
h,1205000,3,1,1,223
h,891000,3,1,2,588
h,1160000,4,3,2,578
h,1021000,4,2,2,568
h,1050000,3,2,2,313
h,750000,3,2,1,658
h,743000,3,1,1,259
h,1410000,2,2,2,117
h,2925000,3,1,1,346
h,3250000,3,2,1,261
h,820000,3,1,1,549
h,1380000,4,2,3,650
h,1045000,3,1,2,449
h,1252500,2,1,0,169
h,1210000,3,1,1,818
h,780000,3,1,1,767
h,770000,3,1,1,499
h,1150000,4,2,1,702
h,893500,3,2,2,664
h,865000,4,2,2,652
h,1001000,4,2,2,858
h,531000,3,2,1,510
h,591000,3,2,2,598
h,635000,4,2,2,449
h,810000,5,3,2,832
h,637500,4,2,2,500
h,652000,4,3,2,326
h,833000,3,1,4,754
h,622000,3,1,8,534
h,1300000,3,1,2,679
h,1240000,2,1,1,697
h,468000,3,2,0,711
h,420000,4,1,2,732
h,608000,4,2,2,652
h,550000,4,2,5,713
h,427500,3,1,3,663
h,670000,3,2,2,650
h,885000,3,2,1,612
h,730000,2,1,0,531
h,927500,3,1,4,474
h,945800,4,1,3,585
h,695000,3,1,4,538
h,2900000,4,2,3,844
h,1170000,2,1,2,670
h,575000,3,2,2,343
h,1168888,4,2,2,785
h,3030000,6,4,3,4046
h,1500000,4,2,2,378
h,1300000,3,1,1,725
h,1699000,4,2,2,730
h,2325000,5,4,2,725
h,1130000,4,2,1,472
h,1200000,4,2,3,715
h,841000,4,2,2,660
h,651000,3,1,0,534
h,666000,3,2,1,582
h,906000,4,2,2,779
h,1085000,4,3,2,843
h,1261000,3,1,4,1093
h,1205000,5,2,2,695
h,860000,3,2,2,738
h,900000,4,3,4,715
h,425000,3,1,2,536
h,580000,3,2,2,580
h,931000,3,1,2,733
h,430000,3,1,0,542
h,465000,3,1,2,527
h,500000,4,2,2,554
h,580000,2,1,1,97
h,895000,3,1,1,225
h,1378000,4,2,6,643
h,1470000,3,2,1,166
h,1200000,2,1,1,278
h,463000,4,2,2,385
h,1343000,4,2,3,444
h,970000,3,1,2,634
h,790000,4,2,1,585
h,1025000,3,1,1,791
u,1160000,4,3,3,689
h,925000,3,1,4,836
h,718000,3,2,4,560
h,800000,5,2,4,530
h,595000,2,1,1,603
h,1200000,2,1,4,738
h,1183000,3,1,2,646
h,1000000,3,1,2,556
h,830000,3,1,2,535
h,727500,3,1,1,641
h,4600000,5,5,2,1242
h,1960000,4,2,2,961
h,910000,3,3,4,1028
h,862000,3,2,2,719
h,822000,5,3,6,721
u,652000,2,1,1,410
t,1185000,3,2,2,383
h,1100000,3,1,2,591
h,1420000,4,2,4,680
h,490000,3,1,1,324
h,1570000,5,4,6,870
h,1300000,4,2,0,739
h,950000,3,2,1,627
h,1050000,3,1,4,591
h,629000,3,1,1,730
h,850000,3,2,2,650
h,825000,3,2,2,641
h,2350000,3,2,1,688
h,1900000,3,2,2,386
h,3100000,4,2,2,697
h,1262000,2,1,2,440
h,1880000,3,1,2,674
h,1011000,2,1,1,178
h,1150000,3,1,2,408
h,970000,2,1,0,241
h,1665000,4,3,2,371
h,1255000,3,1,2,423
h,1182000,3,2,3,669
h,870000,4,2,2,564
h,679000,3,2,2,617
h,1827000,3,2,2,570
h,3825000,4,1,2,316
h,1580000,3,1,1,253
h,1100000,2,1,2,428
t,1675000,4,3,2,295
h,1120000,3,1,0,632
h,800000,3,1,2,585
h,950000,3,2,2,488
h,888000,3,1,2,581
h,799000,3,1,2,544
h,1300000,3,1,0,241
h,1090000,4,2,3,614
h,730000,2,1,1,390
h,950000,3,1,2,402
h,800000,3,1,2,506
h,1079500,2,1,1,125
t,380000,2,1,1,99
h,590500,3,2,0,654
h,640000,4,2,2,399
h,1245000,3,1,2,156
h,3680000,4,2,2,1083
h,3080000,5,2,2,833
h,588000,3,1,2,558
h,700000,3,1,1,530
h,839000,4,2,2,563
h,952000,3,1,2,795
h,1150000,3,1,2,675
h,1198000,4,2,2,723
h,1420000,4,2,2,664
h,470000,3,1,2,290
h,656000,3,1,2,563
h,432000,2,1,1,225
h,611000,4,2,2,510
h,610000,3,1,1,343
h,571550,3,2,2,532
h,658000,3,2,1,527
h,2200000,5,3,2,664
h,1300000,4,1,2,524
h,767500,3,1,2,581
h,783000,3,1,1,593
h,755000,3,1,1,737
h,1930000,2,2,1,4580
h,814250,4,2,2,884
h,840000,5,3,2,925
h,560000,4,1,4,544
h,636000,3,1,1,651
h,672500,3,2,3,656
h,574000,2,1,4,586
h,1150000,4,3,3,632
h,1200000,3,2,2,604
h,616000,3,2,3,934
h,620000,3,2,3,530
h,730000,3,3,2,343
h,1735000,4,3,2,361
t,530000,2,1,2,202
h,637000,2,1,2,664
h,628000,2,1,4,626
h,1245000,2,1,2,1011
h,885000,3,1,2,687
h,801000,4,1,4,660
h,900000,2,1,5,802
h,790000,3,2,4,371
t,700000,3,2,2,256
h,1260000,4,2,4,750
h,1215000,4,2,2,775
h,760000,3,1,2,576
h,1515000,6,2,6,4046
h,690000,4,2,2,652
h,679000,4,3,2,566
h,772500,3,2,2,543
h,1500000,3,2,2,8113
h,1330000,4,1,2,592
h,2055000,4,2,2,578
h,1430000,3,2,2,728
h,666000,4,2,2,651
h,700000,5,2,2,727
h,505000,3,1,1,552
h,525000,3,2,1,309
h,1095000,4,2,3,414
h,1395000,2,1,1,557
h,455000,3,1,1,316
h,670000,3,2,4,652
h,1130000,6,3,2,637
h,975000,4,2,2,564
t,780000,3,2,1,677
h,550000,5,2,2,512
h,2300000,5,2,3,650
h,1702000,3,1,2,579
h,715000,3,1,2,539
h,770000,3,1,2,569
h,830000,2,1,1,906
h,665000,4,2,2,576
h,1250000,3,2,1,275
h,439000,4,2,2,807
h,707000,3,1,1,655
h,640000,3,1,2,554
h,700000,3,2,2,395
h,600000,4,1,3,543
h,665000,3,1,1,535
h,570000,4,2,2,657
h,510000,3,2,1,10120
t,670000,3,2,2,158
h,825000,3,1,2,327
h,3100000,4,3,1,522
h,2830000,4,5,2,696
h,1250000,2,2,3,696
h,1820000,4,2,2,655
h,1730000,4,1,3,620
h,400000,3,1,2,441
h,518000,3,2,4,796
h,1650000,6,4,1,845
h,598000,4,3,4,622
h,518000,4,2,2,430
h,572500,3,2,2,350
h,745500,4,2,2,592
h,700000,3,1,2,744
h,699000,3,2,2,624
h,700500,4,2,4,390
h,622000,3,1,1,629
h,740000,4,2,1,597
h,1020000,3,1,1,697
h,1151000,3,2,2,808
h,2105000,4,2,2,584
h,1490000,3,1,1,349
h,712000,4,2,2,832
h,867000,3,1,2,714
h,825000,3,1,1,650
h,1437000,3,2,2,763
h,1590000,3,1,1,840
h,625000,3,2,2,850
h,1050000,4,3,4,711
h,1025000,3,1,2,879
h,1575000,3,2,1,313
h,1585000,3,1,1,282
h,1315000,2,1,1,302
h,1000000,3,1,2,589
h,1160000,5,2,1,685
u,465000,2,1,1,785
t,826000,3,2,2,584
h,1015000,4,2,2,495
h,650000,4,2,1,390
h,690000,4,2,2,448
h,1185000,3,1,3,426
h,985000,3,2,4,528
h,930000,4,2,2,397
h,1455000,5,2,2,619
h,600000,3,1,2,534
h,900000,3,2,2,485
h,810000,3,2,2,186
h,920000,3,1,2,680
h,775000,3,1,2,275
h,1000000,2,1,0,143
h,1700000,3,2,2,169
h,1710000,3,1,1,229
h,1246000,4,2,2,760
h,805000,3,1,2,728
h,1380000,2,1,1,240
h,956000,5,2,4,725
h,630000,4,2,2,610
h,635000,3,1,2,627
h,676000,4,2,2,695
h,500000,3,2,1,313
h,616000,3,2,2,513
h,697000,4,2,2,420
h,1060000,4,3,3,441
h,650000,3,1,2,530
h,1310000,3,1,2,387
t,496000,3,2,2,244
h,499500,3,2,2,664
h,460000,3,1,4,754
h,450000,4,2,0,668
h,516500,3,2,2,608
h,580000,4,2,3,571
h,590000,4,2,2,701
h,990000,5,2,10,980
h,560000,4,2,2,393
h,495000,3,1,1,204
h,830000,4,2,3,704
h,660000,4,2,2,666
h,720000,4,2,2,641
h,770000,4,2,2,820
h,1330000,5,2,2,730
h,860000,3,1,1,652
h,1965000,4,2,2,583
h,920000,3,1,0,192
h,1455000,3,1,1,564
h,1140000,4,2,2,574
h,590000,4,2,2,924
h,975000,4,2,2,858
h,1188888,4,3,3,960
h,1075000,5,2,2,922
h,760000,4,2,3,651
h,700000,3,1,1,402
h,835000,4,2,2,601
h,420000,3,2,2,341
h,566000,2,1,2,800
h,552000,4,2,2,742
h,501000,3,1,2,454
h,790000,2,1,1,464
h,1300000,2,1,2,779
h,785000,4,2,2,448
h,1115000,2,1,2,380
h,2400000,3,3,1,247
h,1000000,2,1,1,165
h,640000,3,2,2,395
h,520600,4,2,2,400
h,410000,3,1,1,259
h,400000,3,1,1,340
h,1375000,2,1,1,496
h,776000,3,2,2,190
h,1220000,4,2,5,585
h,943000,3,1,2,610
h,835000,3,2,3,534
h,860000,3,1,5,537
h,1100000,3,1,2,660
h,740000,4,2,2,602
h,1800000,4,3,2,561
h,1400000,4,1,2,520
h,1513000,3,1,2,617
h,1930000,5,3,1,672
h,2350000,4,2,2,626
h,1360000,4,2,2,701
h,1350000,3,1,2,770
h,1070000,3,2,4,529
h,867500,4,2,2,529
h,820000,4,2,3,657
h,915000,4,2,2,704
h,970000,4,2,2,534
t,970000,3,2,1,534
h,1170000,2,1,1,156
h,2650000,4,3,2,663
h,2200000,4,2,2,757
h,1760000,4,2,2,837
h,1750000,3,1,2,632
h,2100000,3,2,2,717
h,743000,3,1,1,740
h,807000,3,2,2,452
h,1900000,6,3,2,8000
h,1300000,3,1,2,585
h,1750000,2,1,1,717
h,1240000,3,1,4,663
h,1430000,3,1,4,753
h,800000,4,2,2,668
h,1050000,3,2,2,353
h,1030000,3,2,1,568
h,735000,3,1,2,719
h,825000,3,1,0,604
t,2650000,3,3,2,1000
h,2520000,4,3,2,302
h,2360000,3,1,2,565
h,3520000,4,3,2,715
h,2375000,5,3,2,638
h,1352000,2,1,2,628
h,1776000,4,2,2,623
h,2100000,4,3,2,600
h,500000,3,1,1,404
h,1130000,3,1,2,484
h,755000,3,1,1,459
h,770000,4,2,1,586
h,640000,3,2,2,481
h,1660000,5,3,2,975
h,1300000,3,1,1,362
h,1665000,3,2,2,603
h,2210000,3,1,1,785
h,1625000,3,1,2,487
h,3460000,5,3,3,780
h,620000,4,1,2,660
h,5200000,5,5,4,685
h,1770000,3,2,1,163
h,1352000,3,2,2,436
h,911000,3,2,2,533
h,745500,3,1,1,644
h,686000,4,1,3,527
h,1800000,3,2,4,1231
h,1070000,3,1,2,602
h,950000,5,2,4,534
h,1120000,4,1,2,585
h,1150000,4,2,2,700
h,860000,3,1,1,579
h,1360000,5,2,3,536
h,1050000,3,1,2,382
h,900000,4,2,1,246
h,515000,4,1,1,738
h,610000,3,2,2,534
h,565100,4,2,2,350
h,516000,3,2,1,262
h,825000,4,4,3,564
h,1236000,2,1,1,136
h,1000000,3,1,1,1200
h,850000,3,2,3,918
h,1001800,4,1,2,1458
h,980000,3,1,2,740
h,600000,3,2,2,566
h,1550000,4,2,4,665
h,1600000,5,4,2,440
h,1065000,3,2,1,578
h,1505000,3,1,2,754
h,1201000,3,2,0,786
h,3700000,5,3,6,4023
h,802000,4,2,1,462
h,1140000,4,2,2,653
h,1105000,4,2,2,639
h,510000,3,2,2,385
h,668500,3,2,2,665
h,1459000,2,1,1,381
h,2450000,4,2,2,497
h,1400000,2,1,1,254
h,634000,3,2,2,652
h,567000,4,2,1,310
h,652000,3,1,1,544
h,619000,3,1,2,124
h,585000,4,2,2,396
h,552000,3,1,1,566
t,425000,2,1,1,120
h,1362500,3,1,1,613
h,730000,3,1,1,634
h,645000,3,1,1,644
h,855000,3,2,2,831
h,880000,4,2,2,739
h,724000,3,1,2,723
h,735000,4,2,2,897
h,2540000,3,3,1,244
h,1650000,4,2,1,185
h,1300000,3,1,0,226
t,870000,3,2,2,243
h,1225000,4,1,2,403
h,1200000,4,1,3,856
h,1200000,3,2,1,608
h,550000,3,1,3,605
h,615000,4,2,2,569
h,642000,3,2,2,643
h,599000,3,1,4,568
h,585000,4,2,2,648
h,500000,3,1,2,586
h,519000,4,1,2,662
h,721500,3,1,1,632
t,920000,3,1,1,912
h,1140000,4,2,2,685
h,1411000,6,4,2,848
h,1350000,5,2,2,576
h,1170000,4,2,2,650
h,1600000,3,2,1,654
h,810000,5,3,2,909
h,685000,4,2,1,607
h,1100000,4,3,2,746
h,880000,4,5,2,538
h,685000,4,2,2,700
h,3100000,4,2,2,804
h,1700000,5,3,2,656
h,1150000,3,2,2,533
h,1175000,3,2,2,333
h,1347000,3,1,2,593
h,1290000,3,1,1,185
h,1660000,3,2,1,120
h,900000,3,1,4,15600
h,610000,3,2,2,812
